harga_juta,luas_tanah,luas_bangunan,bed,bath,carport
875.0,133.0,83.0,3.0,2.0,1.0
595.0,91.0,50.0,2.0,1.0,1.0
800.0,107.0,165.0,4.0,2.0,1.0
800.0,107.0,165.0,4.0,2.0,1.0
550.0,94.0,94.0,6.0,3.0,1.0
3800.0,290.0,280.0,4.0,3.0,2.0
550.0,94.0,94.0,6.0,3.0,1.0
2900.0,140.0,280.0,6.0,5.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1500.0,144.0,250.0,5.0,4.0,1.0
899.0,100.0,98.0,3.0,4.0,1.0
630.0,104.0,64.0,3.0,2.0,1.0
2700.0,290.0,280.0,2.0,4.0,2.0
900.0,98.0,100.0,3.0,4.0,1.0
454.0,112.0,45.0,2.0,1.0,2.0
1940.0,102.0,138.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
1450.0,105.0,90.0,3.0,3.0,2.0
450.0,82.0,50.0,2.0,1.0,1.0
430.0,80.0,45.0,2.0,1.0,2.0
3800.0,235.0,280.0,6.0,5.0,2.0
585.0,111.0,55.0,3.0,1.0,2.0
3800.0,193.0,280.0,4.0,4.0,2.0
3500.0,215.0,260.0,6.0,5.0,2.0
1790.0,108.0,110.0,3.0,2.0,1.0
665.0,120.0,60.0,3.0,2.0,1.0
900.0,128.0,120.0,3.0,2.0,1.0
1780.0,118.0,160.0,4.0,3.0,2.0
500.0,104.0,80.0,3.0,2.0,1.0
580.0,98.0,45.0,2.0,1.0,2.0
1080.0,85.0,98.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
1700.0,200.0,190.0,4.0,3.0,1.0
890.0,142.0,110.0,5.0,2.0,2.0
890.0,142.0,110.0,5.0,2.0,1.0
760.0,132.0,90.0,4.0,2.0,1.0
760.0,132.0,90.0,4.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
699.0,120.0,75.0,3.0,2.0,1.0
945.0,145.0,85.0,3.0,2.0,1.0
945.0,145.0,85.0,3.0,2.0,2.0
675.0,125.0,65.0,3.0,2.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
550.0,116.0,85.0,4.0,2.0,1.0
2500.0,169.0,200.0,4.0,3.0,2.0
2200.0,255.0,280.0,5.0,2.0,2.0
875.0,139.0,120.0,4.0,2.0,2.0
1250.0,90.0,170.0,5.0,5.0,1.0
525.0,112.0,75.0,3.0,1.0,1.0
3800.0,203.0,280.0,5.0,3.0,2.0
1750.0,290.0,250.0,5.0,5.0,1.0
550.0,94.0,94.0,6.0,3.0,1.0
1200.0,101.0,280.0,3.0,3.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
850.0,99.0,70.0,3.0,1.0,1.0
1290.0,100.0,115.0,3.0,2.0,1.0
750.0,114.0,83.0,4.0,2.0,1.0
575.0,100.0,80.0,3.0,2.0,1.0
799.0,110.0,150.0,4.0,2.0,1.0
590.0,88.0,110.0,3.0,2.0,1.0
495.0,80.0,72.0,2.0,1.0,1.0
399.0,120.0,80.0,3.0,2.0,1.0
495.0,80.0,168.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
529.0,110.0,52.0,2.0,1.0,2.0
789.0,80.0,70.0,3.0,2.0,1.0
550.0,104.0,45.0,2.0,1.0,1.0
2600.0,150.0,190.0,4.0,5.0,2.0
2100.0,200.0,125.0,4.0,3.0,2.0
810.0,106.0,106.0,3.0,2.0,1.0
1650.0,230.0,67.0,3.0,3.0,2.0
650.0,114.0,58.0,3.0,1.0,1.0
1940.0,102.0,138.0,3.0,3.0,2.0
690.0,97.0,70.0,3.0,2.0,1.0
565.0,152.0,70.0,3.0,1.0,1.0
1400.0,134.0,200.0,3.0,2.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
1400.0,121.0,120.0,2.0,1.0,1.0
650.0,84.0,89.0,2.0,1.0,1.0
2250.0,290.0,277.0,5.0,2.0,2.0
890.0,85.0,70.0,3.0,2.0,1.0
2430.0,192.0,135.0,4.0,3.0,1.0
2400.0,187.0,135.0,4.0,3.0,1.0
2490.0,200.0,135.0,4.0,3.0,1.0
550.0,92.0,92.0,6.0,3.0,1.0
2650.0,213.0,135.0,4.0,3.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
954.0,115.0,50.0,2.0,1.0,1.0
835.0,102.0,65.0,3.0,2.0,1.0
399.0,101.0,45.0,2.0,1.0,2.0
1300.0,290.0,250.0,3.0,3.0,1.0
1200.0,90.0,107.0,3.0,3.0,1.0
1650.0,154.0,110.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
550.0,94.0,94.0,6.0,3.0,1.0
399.0,80.0,50.0,2.0,1.0,1.0
475.0,80.0,45.0,2.0,1.0,1.0
650.0,85.0,48.0,2.0,1.0,1.0
455.0,80.0,83.0,2.0,1.0,1.0
795.0,141.0,130.0,3.0,2.0,2.0
3800.0,290.0,200.0,6.0,5.0,2.0
1290.0,99.0,105.0,4.0,3.0,1.0
1300.0,80.0,130.0,3.0,3.0,1.0
2130.0,111.0,107.0,3.0,2.0,1.0
3800.0,260.0,142.0,3.0,3.0,2.0
3370.0,166.0,135.0,3.0,3.0,2.0
2390.0,110.0,70.0,4.0,4.0,2.0
685.0,100.0,70.0,3.0,2.0,1.0
3300.0,148.0,135.0,3.0,2.0,2.0
1290.0,99.0,105.0,4.0,3.0,1.0
885.0,142.0,110.0,4.0,2.0,2.0
1720.0,93.0,75.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
885.0,142.0,110.0,4.0,2.0,2.0
399.0,80.0,45.0,2.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,84.0,84.0,3.0,2.0,1.0
790.0,80.0,60.0,3.0,2.0,2.0
549.0,90.0,45.0,2.0,1.0,1.0
585.0,80.0,55.0,2.0,1.0,1.0
1700.0,96.0,70.0,3.0,3.0,1.0
1500.0,115.0,156.0,5.0,3.0,2.0
399.0,100.0,100.0,2.0,1.0,1.0
3800.0,290.0,280.0,2.0,2.0,2.0
399.0,103.0,50.0,2.0,1.0,2.0
2970.0,210.0,250.0,6.0,5.0,2.0
598.0,90.0,45.0,2.0,1.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
1450.0,80.0,84.0,2.0,2.0,2.0
480.0,98.0,50.0,3.0,1.0,2.0
1950.0,128.0,188.0,3.0,3.0,1.0
2200.0,139.0,125.0,3.0,3.0,2.0
690.0,80.0,60.0,3.0,2.0,2.0
1800.0,150.0,110.0,3.0,2.0,2.0
850.0,100.0,80.0,3.0,2.0,1.0
3800.0,210.0,280.0,4.0,3.0,1.0
556.0,84.0,46.0,2.0,1.0,1.0
1820.0,110.0,129.0,3.0,3.0,1.0
1300.0,290.0,142.0,5.0,5.0,1.0
1390.0,103.0,90.0,3.0,2.0,1.0
435.0,90.0,45.0,2.0,1.0,1.0
1350.0,103.0,100.0,3.0,2.0,1.0
1350.0,103.0,100.0,3.0,2.0,1.0
495.0,168.0,50.0,3.0,1.0,2.0
1350.0,103.0,100.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1450.0,92.0,97.0,3.0,2.0,1.0
2230.0,186.0,125.0,4.0,3.0,1.0
2190.0,182.0,125.0,4.0,3.0,1.0
2290.0,196.0,125.0,4.0,3.0,1.0
2260.0,192.0,125.0,4.0,3.0,1.0
2320.0,200.0,125.0,4.0,3.0,1.0
3080.0,179.0,211.0,6.0,5.0,1.0
1650.0,230.0,67.0,3.0,3.0,2.0
1650.0,230.0,67.0,3.0,3.0,2.0
750.0,118.0,90.0,2.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1820.0,140.0,158.0,3.0,2.0,1.0
1480.0,125.0,100.0,3.0,2.0,2.0
1820.0,140.0,158.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,4.0,2.0
1400.0,290.0,140.0,4.0,4.0,2.0
2250.0,183.0,135.0,4.0,3.0,2.0
399.0,104.0,50.0,2.0,1.0,1.0
3700.0,290.0,250.0,6.0,3.0,1.0
3700.0,290.0,250.0,6.0,3.0,1.0
1290.0,99.0,105.0,4.0,3.0,1.0
411.0,85.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
850.0,80.0,70.0,3.0,3.0,2.0
870.0,89.0,76.0,3.0,2.0,1.0
592.0,104.0,50.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,81.0,45.0,2.0,1.0,1.0
399.0,80.0,50.0,2.0,1.0,1.0
1600.0,109.0,190.0,4.0,2.0,1.0
1940.0,138.0,102.0,3.0,3.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
595.0,93.0,60.0,3.0,1.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
399.0,107.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
610.0,167.0,130.0,3.0,1.0,1.0
399.0,107.0,45.0,2.0,1.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
3550.0,290.0,135.0,5.0,5.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
1100.0,112.0,85.0,2.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,94.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
2500.0,290.0,200.0,6.0,5.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
615.0,167.0,130.0,3.0,1.0,1.0
600.0,120.0,53.0,2.0,2.0,1.0
600.0,120.0,53.0,2.0,2.0,1.0
3800.0,290.0,280.0,3.0,5.0,2.0
700.0,108.0,85.0,3.0,1.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
500.0,112.0,48.0,2.0,2.0,1.0
550.0,102.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
2700.0,110.0,160.0,3.0,4.0,1.0
2990.0,200.0,210.0,4.0,4.0,1.0
3200.0,204.0,200.0,4.0,4.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
445.0,83.0,50.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
3500.0,290.0,280.0,5.0,4.0,2.0
3500.0,290.0,280.0,5.0,4.0,2.0
645.0,93.0,60.0,3.0,1.0,1.0
3800.0,193.0,280.0,4.0,5.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,282.0,280.0,6.0,5.0,2.0
3800.0,290.0,250.0,4.0,3.0,1.0
550.0,95.0,70.0,3.0,2.0,1.0
3500.0,290.0,280.0,5.0,3.0,2.0
765.0,118.0,80.0,3.0,2.0,1.0
1470.0,178.0,131.0,4.0,3.0,1.0
730.0,100.0,80.0,3.0,2.0,1.0
1490.0,126.0,170.0,4.0,3.0,1.0
498.0,90.0,65.0,3.0,2.0,1.0
775.0,145.0,80.0,3.0,2.0,1.0
1750.0,162.0,160.0,4.0,3.0,1.0
1470.0,178.0,131.0,4.0,4.0,2.0
835.0,93.0,75.0,3.0,1.0,1.0
2500.0,123.0,200.0,4.0,3.0,2.0
2750.0,150.0,190.0,4.0,4.0,1.0
3090.0,279.0,280.0,4.0,3.0,1.0
2200.0,139.0,125.0,3.0,3.0,2.0
850.0,99.0,70.0,3.0,1.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
3800.0,184.0,280.0,4.0,3.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
1150.0,93.0,65.0,2.0,1.0,1.0
1500.0,100.0,150.0,6.0,5.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,290.0,280.0,6.0,4.0,2.0
450.0,80.0,70.0,5.0,2.0,1.0
990.0,120.0,120.0,3.0,2.0,1.0
897.0,107.0,91.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,4.0,2.0
3800.0,193.0,280.0,4.0,4.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
835.0,102.0,65.0,3.0,2.0,1.0
3800.0,203.0,280.0,6.0,5.0,2.0
1650.0,290.0,250.0,3.0,2.0,1.0
1450.0,125.0,156.0,5.0,3.0,2.0
550.0,100.0,50.0,2.0,1.0,1.0
3800.0,290.0,280.0,5.0,4.0,2.0
835.0,95.0,75.0,3.0,1.0,1.0
410.0,88.0,50.0,2.0,1.0,1.0
689.0,120.0,75.0,3.0,2.0,1.0
1170.0,115.0,90.0,3.0,2.0,1.0
765.0,145.0,85.0,3.0,2.0,1.0
730.0,100.0,80.0,3.0,2.0,1.0
1970.0,166.0,180.0,5.0,5.0,2.0
1940.0,150.0,110.0,3.0,2.0,2.0
1380.0,107.0,100.0,3.0,2.0,2.0
875.0,107.0,280.0,3.0,2.0,1.0
585.0,81.0,81.0,3.0,2.0,1.0
825.0,120.0,80.0,3.0,2.0,1.0
1600.0,122.0,200.0,3.0,3.0,1.0
760.0,107.0,100.0,3.0,2.0,1.0
685.0,98.0,75.0,3.0,2.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
3800.0,203.0,280.0,6.0,5.0,2.0
475.0,90.0,50.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
550.0,125.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
910.0,106.0,160.0,4.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,180.0,220.0,5.0,4.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2500.0,290.0,200.0,6.0,3.0,1.0
2400.0,238.0,75.0,3.0,2.0,1.0
1900.0,250.0,210.0,5.0,1.0,1.0
1300.0,134.0,80.0,2.0,2.0,1.0
1300.0,144.0,200.0,4.0,3.0,1.0
850.0,105.0,50.0,2.0,1.0,1.0
890.0,85.0,70.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
699.0,99.0,60.0,3.0,1.0,1.0
555.0,105.0,65.0,3.0,2.0,2.0
680.0,97.0,65.0,3.0,1.0,1.0
950.0,90.0,62.0,4.0,4.0,1.0
3800.0,290.0,262.0,6.0,4.0,1.0
675.0,85.0,45.0,2.0,1.0,1.0
765.0,118.0,80.0,3.0,2.0,1.0
756.0,104.0,60.0,3.0,2.0,2.0
1940.0,150.0,110.0,3.0,2.0,2.0
519.0,90.0,50.0,2.0,1.0,1.0
945.0,137.0,100.0,3.0,2.0,1.0
3800.0,235.0,280.0,6.0,5.0,2.0
2280.0,182.0,135.0,4.0,3.0,2.0
495.0,80.0,85.0,2.0,1.0,1.0
2980.0,179.0,211.0,6.0,5.0,1.0
475.0,80.0,45.0,2.0,1.0,1.0
1600.0,290.0,130.0,4.0,4.0,1.0
2880.0,208.0,207.0,6.0,5.0,1.0
2880.0,208.0,207.0,6.0,5.0,1.0
2000.0,254.0,280.0,6.0,5.0,2.0
999.0,103.0,100.0,3.0,3.0,1.0
1270.0,91.0,100.0,3.0,2.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
1270.0,91.0,100.0,3.0,2.0,1.0
1270.0,91.0,103.0,3.0,2.0,1.0
1270.0,91.0,100.0,3.0,3.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
2110.0,110.0,107.0,3.0,2.0,1.0
3800.0,204.0,142.0,3.0,3.0,2.0
3230.0,153.0,135.0,3.0,3.0,2.0
3500.0,220.0,250.0,6.0,5.0,1.0
3500.0,290.0,280.0,2.0,3.0,1.0
3100.0,290.0,191.0,6.0,5.0,2.0
775.0,136.0,90.0,3.0,2.0,2.0
450.0,82.0,50.0,2.0,1.0,1.0
825.0,163.0,90.0,3.0,2.0,1.0
1450.0,110.0,129.0,3.0,3.0,1.0
885.0,142.0,110.0,4.0,2.0,2.0
2300.0,130.0,220.0,4.0,3.0,1.0
1820.0,140.0,158.0,3.0,2.0,1.0
775.0,118.0,100.0,2.0,2.0,1.0
690.0,80.0,60.0,3.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
1650.0,130.0,130.0,3.0,3.0,1.0
399.0,80.0,45.0,2.0,2.0,1.0
2300.0,130.0,220.0,4.0,3.0,1.0
3800.0,290.0,190.0,3.0,4.0,2.0
2300.0,120.0,220.0,4.0,3.0,1.0
399.0,132.0,45.0,2.0,1.0,1.0
470.0,120.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
700.0,108.0,85.0,3.0,1.0,1.0
490.0,84.0,45.0,2.0,1.0,1.0
490.0,84.0,45.0,2.0,1.0,1.0
897.0,107.0,91.0,3.0,2.0,1.0
765.0,118.0,80.0,3.0,1.0,2.0
475.0,80.0,60.0,2.0,1.0,2.0
470.0,90.0,53.0,2.0,1.0,1.0
1000.0,135.0,180.0,3.0,4.0,2.0
399.0,80.0,45.0,2.0,1.0,2.0
399.0,129.0,50.0,2.0,1.0,1.0
407.0,108.0,45.0,2.0,1.0,1.0
407.0,108.0,45.0,2.0,1.0,1.0
1100.0,165.0,100.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1500.0,138.0,138.0,6.0,4.0,1.0
3800.0,290.0,280.0,6.0,4.0,2.0
875.0,91.0,95.0,5.0,3.0,1.0
875.0,85.0,70.0,3.0,2.0,1.0
875.0,90.0,64.0,3.0,1.0,1.0
680.0,91.0,51.0,2.0,2.0,2.0
845.0,164.0,90.0,3.0,2.0,1.0
2110.0,110.0,107.0,3.0,2.0,1.0
3800.0,204.0,142.0,3.0,3.0,2.0
3230.0,153.0,135.0,3.0,3.0,2.0
410.0,88.0,50.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
440.0,88.0,50.0,2.0,1.0,1.0
1170.0,115.0,90.0,3.0,2.0,1.0
3000.0,290.0,226.0,6.0,5.0,1.0
670.0,136.0,80.0,3.0,2.0,1.0
2000.0,125.0,180.0,3.0,3.0,1.0
550.0,80.0,101.0,3.0,1.0,2.0
1250.0,180.0,90.0,3.0,2.0,2.0
559.0,84.0,46.0,2.0,1.0,1.0
550.0,85.0,45.0,2.0,1.0,1.0
1950.0,116.0,115.0,3.0,2.0,2.0
550.0,85.0,45.0,2.0,1.0,1.0
675.0,82.0,160.0,2.0,2.0,1.0
1600.0,92.0,97.0,3.0,3.0,1.0
999.0,103.0,100.0,3.0,3.0,1.0
399.0,81.0,45.0,2.0,1.0,1.0
450.0,80.0,50.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
485.0,80.0,50.0,2.0,1.0,1.0
640.0,91.0,50.0,2.0,1.0,1.0
485.0,80.0,50.0,2.0,1.0,1.0
3800.0,290.0,241.0,6.0,5.0,2.0
849.0,111.0,60.0,3.0,2.0,1.0
415.0,80.0,45.0,2.0,1.0,1.0
415.0,80.0,45.0,2.0,1.0,1.0
1400.0,290.0,140.0,4.0,4.0,1.0
545.0,85.0,45.0,2.0,1.0,1.0
545.0,85.0,45.0,2.0,1.0,1.0
3800.0,268.0,178.0,4.0,4.0,2.0
698.0,106.0,55.0,2.0,1.0,1.0
698.0,106.0,55.0,2.0,1.0,1.0
650.0,100.0,45.0,3.0,1.0,1.0
720.0,87.0,80.0,3.0,2.0,1.0
720.0,87.0,80.0,3.0,2.0,1.0
850.0,125.0,52.0,2.0,1.0,1.0
399.0,104.0,50.0,2.0,1.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
1420.0,144.0,250.0,5.0,4.0,1.0
560.0,82.0,45.0,3.0,1.0,1.0
1500.0,158.0,220.0,5.0,3.0,1.0
450.0,80.0,103.0,2.0,2.0,1.0
480.0,108.0,45.0,2.0,1.0,1.0
2500.0,123.0,200.0,5.0,3.0,1.0
2530.0,178.0,130.0,5.0,4.0,1.0
575.0,100.0,80.0,2.0,2.0,1.0
756.0,110.0,70.0,3.0,2.0,1.0
730.0,100.0,80.0,3.0,2.0,1.0
765.0,103.0,70.0,3.0,2.0,1.0
2000.0,120.0,100.0,3.0,2.0,1.0
650.0,80.0,70.0,3.0,2.0,1.0
580.0,80.0,45.0,2.0,1.0,1.0
961.0,107.0,80.0,3.0,3.0,1.0
800.0,154.0,60.0,3.0,2.0,1.0
756.0,95.0,57.0,3.0,1.0,2.0
775.0,113.0,85.0,3.0,2.0,1.0
689.0,120.0,75.0,3.0,2.0,2.0
875.0,122.0,110.0,4.0,2.0,1.0
880.0,104.0,100.0,3.0,2.0,1.0
775.0,80.0,50.0,2.0,1.0,1.0
449.0,82.0,45.0,2.0,1.0,1.0
1350.0,100.0,90.0,3.0,3.0,2.0
1150.0,130.0,90.0,3.0,2.0,1.0
1400.0,90.0,90.0,6.0,4.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,290.0,280.0,5.0,4.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
550.0,88.0,45.0,3.0,2.0,1.0
450.0,81.0,45.0,2.0,1.0,1.0
580.0,126.0,75.0,3.0,2.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
2530.0,178.0,130.0,5.0,4.0,1.0
2200.0,135.0,125.0,3.0,3.0,1.0
1950.0,128.0,188.0,3.0,3.0,1.0
445.0,83.0,50.0,3.0,2.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
799.0,111.0,60.0,3.0,2.0,1.0
1950.0,128.0,118.0,3.0,3.0,1.0
1790.0,119.0,160.0,4.0,3.0,1.0
1950.0,128.0,188.0,3.0,3.0,1.0
2500.0,123.0,200.0,4.0,3.0,1.0
1500.0,121.0,170.0,5.0,4.0,1.0
1500.0,112.0,80.0,3.0,2.0,1.0
765.0,120.0,82.0,3.0,2.0,1.0
2300.0,121.0,162.0,6.0,5.0,1.0
850.0,98.0,100.0,3.0,2.0,1.0
1500.0,121.0,170.0,5.0,4.0,1.0
594.0,80.0,45.0,2.0,1.0,1.0
1500.0,112.0,80.0,3.0,2.0,1.0
454.0,112.0,45.0,2.0,1.0,2.0
1400.0,174.0,150.0,3.0,2.0,1.0
1350.0,103.0,100.0,3.0,1.0,1.0
1100.0,160.0,150.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,2.0
1350.0,103.0,100.0,3.0,2.0,1.0
645.0,93.0,60.0,3.0,2.0,1.0
594.0,80.0,45.0,2.0,1.0,1.0
1850.0,150.0,110.0,3.0,3.0,2.0
910.0,106.0,160.0,4.0,2.0,1.0
1500.0,135.0,75.0,3.0,2.0,1.0
1300.0,135.0,130.0,2.0,1.0,1.0
1350.0,99.0,198.0,5.0,3.0,1.0
1500.0,132.0,250.0,5.0,4.0,1.0
1300.0,122.0,170.0,5.0,3.0,1.0
1250.0,133.0,120.0,3.0,2.0,1.0
1300.0,170.0,200.0,5.0,2.0,1.0
1400.0,113.0,120.0,3.0,2.0,2.0
1300.0,150.0,220.0,5.0,3.0,1.0
1100.0,150.0,66.0,2.0,1.0,1.0
1290.0,109.0,100.0,4.0,3.0,1.0
850.0,265.0,150.0,2.0,1.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,1.0
1100.0,110.0,85.0,3.0,1.0,2.0
500.0,88.0,55.0,2.0,1.0,1.0
1300.0,140.0,114.0,3.0,2.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
1950.0,128.0,188.0,3.0,3.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
889.0,85.0,70.0,3.0,2.0,1.0
650.0,108.0,45.0,2.0,1.0,1.0
1970.0,166.0,180.0,5.0,5.0,2.0
675.0,125.0,65.0,3.0,2.0,1.0
1970.0,166.0,150.0,5.0,5.0,2.0
1970.0,166.0,150.0,5.0,5.0,2.0
1970.0,166.0,150.0,5.0,5.0,2.0
1970.0,166.0,150.0,5.0,5.0,2.0
450.0,83.0,50.0,2.0,1.0,1.0
674.0,125.0,65.0,3.0,2.0,2.0
1450.0,110.0,129.0,3.0,3.0,1.0
