harga_juta,luas_tanah,luas_bangunan,bed,bath,carport
2200.0,290.0,55.0,4.0,3.0,2.0
450.0,83.0,50.0,2.0,1.0,1.0
825.0,163.0,90.0,3.0,2.0,1.0
2800.0,181.0,197.0,5.0,4.0,1.0
1250.0,99.0,105.0,4.0,3.0,2.0
2200.0,230.0,190.0,6.0,5.0,1.0
2990.0,110.0,146.0,4.0,4.0,1.0
399.0,83.0,45.0,2.0,1.0,1.0
399.0,83.0,45.0,2.0,1.0,1.0
725.0,114.0,71.0,2.0,1.0,1.0
558.0,80.0,48.0,3.0,2.0,1.0
1450.0,100.0,100.0,3.0,3.0,1.0
558.0,80.0,48.0,3.0,2.0,1.0
735.0,105.0,70.0,3.0,2.0,1.0
2130.0,111.0,107.0,3.0,2.0,1.0
3800.0,260.0,142.0,3.0,3.0,2.0
3370.0,166.0,135.0,3.0,3.0,2.0
698.0,120.0,75.0,3.0,2.0,2.0
2240.0,230.0,190.0,6.0,5.0,2.0
1850.0,122.0,180.0,5.0,3.0,1.0
950.0,141.0,150.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
747.0,80.0,119.0,3.0,2.0,1.0
667.0,100.0,47.0,2.0,1.0,1.0
1770.0,157.0,189.0,3.0,3.0,1.0
850.0,107.0,70.0,3.0,2.0,1.0
884.0,142.0,110.0,4.0,2.0,2.0
399.0,290.0,140.0,6.0,2.0,1.0
775.0,113.0,85.0,3.0,2.0,1.0
775.0,113.0,85.0,3.0,2.0,1.0
2200.0,139.0,125.0,3.0,3.0,2.0
2210.0,230.0,190.0,6.0,5.0,2.0
1380.0,107.0,100.0,3.0,2.0,1.0
1920.0,150.0,110.0,3.0,3.0,2.0
1310.0,101.0,110.0,4.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
756.0,104.0,60.0,3.0,1.0,2.0
2200.0,139.0,125.0,3.0,3.0,2.0
2200.0,139.0,125.0,3.0,3.0,2.0
775.0,113.0,85.0,3.0,2.0,2.0
2500.0,123.0,200.0,4.0,3.0,1.0
950.0,90.0,62.0,4.0,4.0,1.0
2500.0,123.0,200.0,4.0,3.0,1.0
2100.0,120.0,185.0,3.0,3.0,1.0
550.0,104.0,100.0,3.0,1.0,1.0
3800.0,235.0,280.0,6.0,5.0,1.0
715.0,92.0,55.0,2.0,2.0,1.0
715.0,92.0,55.0,2.0,2.0,1.0
3800.0,290.0,280.0,5.0,5.0,2.0
1600.0,143.0,200.0,5.0,4.0,2.0
556.0,84.0,46.0,2.0,1.0,1.0
920.0,107.0,121.0,3.0,3.0,1.0
1650.0,130.0,130.0,3.0,3.0,2.0
1480.0,125.0,100.0,3.0,2.0,1.0
2360.0,141.0,120.0,4.0,3.0,1.0
920.0,107.0,121.0,3.0,3.0,1.0
475.0,80.0,45.0,2.0,1.0,1.0
3800.0,290.0,280.0,4.0,4.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
890.0,85.0,70.0,3.0,2.0,1.0
470.0,90.0,53.0,2.0,1.0,1.0
470.0,90.0,53.0,2.0,1.0,1.0
1950.0,128.0,188.0,3.0,3.0,1.0
775.0,80.0,78.0,3.0,2.0,2.0
885.0,145.0,110.0,4.0,2.0,2.0
885.0,142.0,110.0,4.0,2.0,2.0
2200.0,139.0,125.0,3.0,3.0,2.0
2200.0,139.0,125.0,3.0,3.0,2.0
757.0,95.0,60.0,2.0,1.0,1.0
2500.0,123.0,200.0,4.0,3.0,1.0
3800.0,290.0,262.0,6.0,4.0,2.0
750.0,100.0,74.0,2.0,2.0,1.0
2500.0,123.0,200.0,4.0,3.0,1.0
1790.0,140.0,280.0,4.0,5.0,2.0
3800.0,290.0,144.0,5.0,4.0,2.0
900.0,207.0,150.0,3.0,2.0,1.0
3800.0,221.0,280.0,6.0,5.0,1.0
961.0,107.0,80.0,3.0,3.0,2.0
1350.0,106.0,90.0,3.0,3.0,2.0
3800.0,288.0,280.0,6.0,5.0,2.0
2350.0,130.0,155.0,3.0,4.0,2.0
1600.0,97.0,97.0,3.0,3.0,1.0
475.0,101.0,70.0,3.0,2.0,1.0
535.0,100.0,60.0,3.0,2.0,1.0
465.0,147.0,54.0,3.0,1.0,2.0
950.0,141.0,150.0,3.0,2.0,1.0
399.0,97.0,45.0,2.0,1.0,1.0
465.0,147.0,54.0,3.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
593.0,91.0,45.0,2.0,1.0,1.0
1500.0,112.0,130.0,3.0,2.0,2.0
399.0,107.0,45.0,2.0,1.0,1.0
1500.0,120.0,150.0,4.0,3.0,2.0
3800.0,290.0,280.0,6.0,5.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
495.0,107.0,45.0,2.0,1.0,1.0
2400.0,199.0,120.0,3.0,3.0,1.0
1700.0,148.0,180.0,5.0,4.0,1.0
1850.0,220.0,250.0,4.0,4.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,290.0,250.0,6.0,3.0,2.0
1100.0,180.0,120.0,3.0,2.0,1.0
3800.0,175.0,248.0,6.0,4.0,1.0
2000.0,165.0,250.0,6.0,4.0,2.0
520.0,85.0,45.0,3.0,1.0,1.0
650.0,96.0,60.0,3.0,2.0,1.0
595.0,93.0,60.0,3.0,1.0,1.0
1300.0,181.0,150.0,4.0,2.0,1.0
750.0,103.0,61.0,3.0,1.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
675.0,125.0,65.0,3.0,2.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
698.0,106.0,55.0,2.0,1.0,1.0
835.0,102.0,65.0,3.0,2.0,1.0
835.0,102.0,65.0,3.0,2.0,1.0
735.0,105.0,70.0,3.0,2.0,1.0
735.0,105.0,70.0,3.0,2.0,1.0
900.0,95.0,110.0,4.0,5.0,1.0
799.0,111.0,60.0,3.0,2.0,1.0
799.0,111.0,60.0,3.0,2.0,1.0
580.0,151.0,54.0,2.0,1.0,1.0
698.0,106.0,55.0,2.0,1.0,1.0
698.0,106.0,55.0,2.0,1.0,1.0
720.0,87.0,80.0,3.0,2.0,1.0
720.0,87.0,80.0,3.0,2.0,1.0
500.0,104.0,80.0,3.0,2.0,1.0
500.0,104.0,80.0,3.0,2.0,1.0
1300.0,290.0,250.0,3.0,3.0,1.0
1500.0,115.0,156.0,5.0,3.0,2.0
1500.0,115.0,156.0,5.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1500.0,195.0,85.0,2.0,2.0,2.0
720.0,91.0,50.0,2.0,1.0,2.0
1490.0,126.0,170.0,5.0,4.0,2.0
720.0,91.0,50.0,2.0,1.0,2.0
835.0,95.0,75.0,3.0,1.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
756.0,95.0,57.0,2.0,1.0,2.0
756.0,95.0,57.0,2.0,1.0,2.0
2300.0,182.0,135.0,4.0,4.0,2.0
3800.0,235.0,280.0,6.0,5.0,2.0
3800.0,235.0,280.0,6.0,5.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
666.0,87.0,55.0,2.0,1.0,1.0
2200.0,174.0,100.0,2.0,2.0,1.0
950.0,141.0,150.0,3.0,2.0,1.0
680.0,97.0,65.0,3.0,1.0,1.0
1470.0,178.0,131.0,3.0,3.0,1.0
399.0,90.0,45.0,2.0,1.0,1.0
2000.0,290.0,280.0,5.0,3.0,1.0
1800.0,290.0,250.0,3.0,3.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
3800.0,290.0,280.0,5.0,4.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
3000.0,243.0,250.0,4.0,4.0,1.0
3800.0,183.0,104.0,3.0,3.0,1.0
1770.0,121.0,150.0,3.0,3.0,1.0
399.0,80.0,100.0,2.0,1.0,1.0
3800.0,222.0,280.0,4.0,5.0,2.0
750.0,185.0,77.0,3.0,2.0,2.0
535.0,100.0,60.0,3.0,2.0,1.0
2600.0,203.0,250.0,6.0,5.0,2.0
1950.0,128.0,188.0,3.0,4.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
799.0,111.0,60.0,3.0,2.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
592.0,90.0,45.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
1900.0,290.0,210.0,4.0,2.0,1.0
1950.0,290.0,125.0,4.0,2.0,2.0
1260.0,103.0,90.0,3.0,3.0,2.0
3000.0,200.0,145.0,3.0,3.0,2.0
1500.0,158.0,220.0,5.0,3.0,1.0
1900.0,290.0,280.0,6.0,4.0,2.0
850.0,112.0,95.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,1.0
725.0,114.0,71.0,2.0,1.0,1.0
1970.0,166.0,180.0,5.0,5.0,2.0
499.0,120.0,45.0,2.0,1.0,1.0
1650.0,103.0,160.0,4.0,3.0,2.0
890.0,85.0,45.0,3.0,2.0,1.0
1270.0,91.0,100.0,3.0,2.0,2.0
725.0,80.0,114.0,3.0,2.0,1.0
1900.0,180.0,66.0,2.0,1.0,1.0
1700.0,100.0,135.0,3.0,3.0,2.0
1400.0,120.0,90.0,3.0,1.0,1.0
2150.0,238.0,280.0,6.0,5.0,2.0
1450.0,80.0,100.0,3.0,2.0,2.0
756.0,104.0,60.0,3.0,2.0,2.0
735.0,80.0,105.0,3.0,2.0,1.0
640.0,95.0,50.0,2.0,1.0,1.0
820.0,109.0,70.0,3.0,2.0,1.0
999.0,100.0,103.0,3.0,3.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
885.0,142.0,110.0,4.0,2.0,2.0
2500.0,150.0,200.0,6.0,5.0,1.0
3500.0,290.0,280.0,6.0,5.0,2.0
789.0,93.0,45.0,2.0,1.0,1.0
775.0,132.0,90.0,3.0,2.0,2.0
450.0,82.0,50.0,2.0,1.0,1.0
1850.0,149.0,220.0,4.0,3.0,1.0
1450.0,110.0,129.0,3.0,3.0,1.0
445.0,83.0,50.0,3.0,2.0,1.0
699.0,117.0,85.0,3.0,2.0,2.0
445.0,83.0,50.0,3.0,2.0,1.0
450.0,83.0,50.0,2.0,1.0,1.0
999.0,137.0,100.0,3.0,2.0,2.0
1820.0,140.0,158.0,3.0,3.0,1.0
689.0,235.0,280.0,6.0,5.0,2.0
668.0,120.0,75.0,3.0,2.0,2.0
599.0,90.0,45.0,2.0,1.0,1.0
1850.0,290.0,280.0,3.0,3.0,2.0
775.0,145.0,80.0,3.0,2.0,2.0
2490.0,123.0,200.0,3.0,3.0,2.0
3800.0,290.0,280.0,5.0,5.0,2.0
750.0,99.0,60.0,2.0,2.0,1.0
1650.0,130.0,130.0,3.0,3.0,1.0
999.0,103.0,100.0,4.0,4.0,1.0
849.0,120.0,85.0,3.0,2.0,2.0
595.0,103.0,50.0,3.0,1.0,2.0
3800.0,290.0,280.0,6.0,5.0,2.0
595.0,103.0,50.0,3.0,1.0,2.0
1400.0,150.0,200.0,4.0,2.0,1.0
3300.0,275.0,280.0,6.0,5.0,2.0
1540.0,120.0,200.0,4.0,4.0,2.0
775.0,113.0,85.0,3.0,2.0,2.0
1650.0,113.0,200.0,4.0,3.0,1.0
775.0,113.0,85.0,3.0,2.0,2.0
1400.0,290.0,140.0,4.0,4.0,2.0
2100.0,121.0,162.0,6.0,5.0,1.0
1450.0,100.0,85.0,3.0,2.0,2.0
1450.0,100.0,85.0,3.0,2.0,2.0
3800.0,290.0,258.0,5.0,5.0,2.0
450.0,103.0,45.0,2.0,1.0,2.0
3800.0,290.0,280.0,6.0,2.0,2.0
895.0,85.0,70.0,3.0,2.0,1.0
3800.0,290.0,280.0,2.0,2.0,2.0
2290.0,130.0,90.0,3.0,2.0,2.0
1250.0,110.0,110.0,3.0,3.0,1.0
562.0,80.0,92.0,2.0,1.0,1.0
725.0,114.0,71.0,3.0,2.0,2.0
3800.0,290.0,280.0,6.0,3.0,2.0
3800.0,290.0,280.0,6.0,3.0,2.0
700.0,94.0,45.0,2.0,1.0,1.0
2300.0,123.0,160.0,3.0,3.0,1.0
3800.0,110.0,280.0,6.0,5.0,1.0
1900.0,198.0,190.0,2.0,1.0,1.0
1820.0,140.0,158.0,3.0,2.0,1.0
1250.0,108.0,180.0,4.0,3.0,1.0
675.0,108.0,60.0,3.0,2.0,1.0
1200.0,290.0,127.0,3.0,2.0,1.0
1250.0,145.0,220.0,5.0,3.0,1.0
1900.0,162.0,120.0,4.0,2.0,2.0
3500.0,290.0,280.0,3.0,3.0,1.0
2000.0,158.0,200.0,3.0,5.0,1.0
1980.0,175.0,180.0,5.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
3100.0,290.0,280.0,4.0,4.0,2.0
3500.0,290.0,275.0,2.0,3.0,2.0
1470.0,175.0,150.0,3.0,2.0,1.0
3800.0,290.0,280.0,4.0,4.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
2950.0,139.0,250.0,6.0,5.0,2.0
880.0,104.0,100.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
3800.0,289.0,280.0,4.0,3.0,2.0
3500.0,190.0,280.0,6.0,4.0,2.0
3800.0,273.0,280.0,6.0,5.0,2.0
850.0,143.0,70.0,2.0,1.0,1.0
430.0,81.0,45.0,2.0,1.0,2.0
500.0,80.0,45.0,2.0,1.0,1.0
2200.0,139.0,125.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
440.0,88.0,50.0,2.0,1.0,1.0
399.0,106.0,47.0,2.0,1.0,1.0
407.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
750.0,103.0,61.0,3.0,1.0,1.0
2200.0,139.0,125.0,3.0,3.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
1520.0,99.0,150.0,4.0,2.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
1500.0,158.0,220.0,5.0,3.0,1.0
1500.0,135.0,220.0,5.0,3.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
1700.0,144.0,200.0,5.0,3.0,1.0
3200.0,204.0,200.0,4.0,4.0,1.0
1700.0,114.0,114.0,2.0,1.0,2.0
1700.0,144.0,200.0,5.0,3.0,1.0
1950.0,166.0,150.0,5.0,5.0,2.0
487.0,95.0,61.0,3.0,1.0,1.0
999.0,145.0,120.0,3.0,1.0,1.0
480.0,92.0,59.0,3.0,1.0,1.0
2600.0,126.0,160.0,3.0,2.0,1.0
532.0,91.0,53.0,3.0,1.0,2.0
2500.0,123.0,200.0,4.0,3.0,1.0
555.0,114.0,53.0,3.0,1.0,2.0
835.0,102.0,65.0,3.0,2.0,1.0
530.0,90.0,53.0,3.0,1.0,2.0
2500.0,265.0,210.0,4.0,4.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
3800.0,290.0,265.0,4.0,3.0,1.0
399.0,100.0,45.0,2.0,1.0,1.0
735.0,105.0,70.0,3.0,2.0,1.0
1800.0,168.0,140.0,4.0,2.0,1.0
685.0,120.0,77.0,3.0,2.0,1.0
750.0,120.0,85.0,3.0,2.0,1.0
775.0,113.0,85.0,3.0,2.0,2.0
1500.0,158.0,220.0,5.0,3.0,1.0
500.0,90.0,45.0,2.0,2.0,1.0
900.0,195.0,90.0,3.0,2.0,2.0
2500.0,290.0,155.0,4.0,3.0,2.0
2500.0,123.0,200.0,4.0,3.0,1.0
750.0,141.0,200.0,3.0,2.0,2.0
700.0,110.0,64.0,3.0,1.0,1.0
399.0,80.0,72.0,2.0,1.0,1.0
450.0,97.0,50.0,2.0,1.0,2.0
2200.0,139.0,125.0,3.0,3.0,2.0
545.0,117.0,60.0,3.0,1.0,2.0
920.0,105.0,121.0,3.0,3.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
2200.0,150.0,170.0,3.0,3.0,1.0
1500.0,158.0,250.0,5.0,4.0,1.0
1500.0,150.0,160.0,3.0,4.0,1.0
900.0,171.0,180.0,6.0,5.0,1.0
1200.0,100.0,110.0,3.0,3.0,2.0
3800.0,290.0,190.0,4.0,4.0,2.0
850.0,290.0,280.0,6.0,3.0,2.0
960.0,107.0,80.0,3.0,3.0,2.0
3800.0,277.0,249.0,5.0,5.0,2.0
399.0,290.0,280.0,5.0,5.0,2.0
1200.0,130.0,93.0,3.0,2.0,1.0
1790.0,205.0,200.0,6.0,5.0,2.0
520.0,90.0,50.0,2.0,1.0,1.0
2950.0,200.0,280.0,6.0,5.0,1.0
999.0,103.0,100.0,3.0,3.0,2.0
399.0,80.0,45.0,2.0,1.0,1.0
2100.0,121.0,162.0,6.0,5.0,2.0
783.0,80.0,75.0,3.0,2.0,1.0
3800.0,290.0,150.0,5.0,2.0,1.0
1700.0,144.0,200.0,4.0,2.0,2.0
3300.0,148.0,135.0,3.0,2.0,1.0
3800.0,290.0,120.0,4.0,3.0,2.0
775.0,145.0,80.0,3.0,2.0,1.0
600.0,109.0,80.0,3.0,1.0,1.0
2450.0,175.0,125.0,4.0,4.0,1.0
1100.0,145.0,100.0,3.0,1.0,2.0
1800.0,112.0,150.0,6.0,5.0,2.0
1100.0,150.0,120.0,3.0,2.0,1.0
498.0,90.0,65.0,3.0,2.0,1.0
2500.0,209.0,65.0,2.0,1.0,1.0
495.0,80.0,72.0,2.0,1.0,1.0
592.0,104.0,50.0,2.0,1.0,1.0
3800.0,192.0,280.0,4.0,4.0,2.0
1400.0,150.0,160.0,3.0,4.0,1.0
730.0,100.0,80.0,3.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
885.0,156.0,120.0,2.0,2.0,2.0
1780.0,120.0,160.0,4.0,3.0,2.0
1780.0,120.0,160.0,4.0,3.0,2.0
885.0,156.0,120.0,2.0,2.0,1.0
3800.0,290.0,250.0,4.0,3.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
1470.0,178.0,131.0,4.0,3.0,1.0
1400.0,150.0,160.0,3.0,4.0,2.0
399.0,88.0,45.0,2.0,1.0,1.0
2520.0,177.0,130.0,5.0,4.0,1.0
594.0,80.0,45.0,2.0,1.0,1.0
1490.0,126.0,170.0,5.0,4.0,1.0
2850.0,290.0,84.0,5.0,2.0,1.0
3250.0,290.0,80.0,3.0,2.0,1.0
750.0,144.0,60.0,2.0,1.0,1.0
399.0,88.0,45.0,2.0,1.0,1.0
2230.0,230.0,190.0,6.0,5.0,2.0
580.0,100.0,80.0,3.0,2.0,1.0
580.0,100.0,80.0,3.0,2.0,1.0
2530.0,178.0,130.0,5.0,4.0,1.0
1000.0,96.0,54.0,2.0,1.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
680.0,97.0,60.0,3.0,1.0,1.0
3200.0,229.0,155.0,5.0,4.0,1.0
950.0,181.0,160.0,3.0,2.0,2.0
2530.0,178.0,130.0,5.0,4.0,1.0
1890.0,150.0,110.0,3.0,3.0,2.0
399.0,80.0,64.0,2.0,1.0,1.0
1970.0,137.0,140.0,3.0,3.0,2.0
743.0,81.0,75.0,3.0,2.0,2.0
571.0,80.0,45.0,2.0,1.0,1.0
610.0,89.0,45.0,2.0,1.0,1.0
591.0,84.0,45.0,2.0,1.0,1.0
580.0,81.0,45.0,2.0,1.0,1.0
565.0,80.0,45.0,2.0,1.0,1.0
850.0,93.0,80.0,2.0,1.0,1.0
622.0,115.0,50.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
910.0,106.0,160.0,4.0,2.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
3800.0,180.0,220.0,5.0,4.0,1.0
3800.0,290.0,280.0,6.0,5.0,2.0
2500.0,290.0,200.0,6.0,3.0,1.0
2400.0,238.0,75.0,3.0,2.0,1.0
1900.0,250.0,210.0,5.0,1.0,1.0
1300.0,134.0,80.0,2.0,2.0,1.0
1300.0,144.0,200.0,4.0,3.0,1.0
850.0,105.0,50.0,2.0,1.0,1.0
3800.0,290.0,250.0,4.0,3.0,1.0
485.0,91.0,55.0,3.0,1.0,1.0
2600.0,135.0,200.0,3.0,3.0,1.0
3800.0,290.0,280.0,6.0,4.0,2.0
520.0,90.0,50.0,2.0,1.0,1.0
2110.0,110.0,107.0,3.0,2.0,1.0
3800.0,204.0,142.0,3.0,3.0,2.0
3230.0,153.0,135.0,3.0,3.0,2.0
3800.0,290.0,280.0,4.0,3.0,1.0
549.0,90.0,45.0,2.0,1.0,1.0
1900.0,198.0,190.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,84.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
775.0,145.0,70.0,3.0,2.0,1.0
790.0,80.0,70.0,3.0,2.0,1.0
735.0,105.0,70.0,3.0,2.0,1.0
2200.0,139.0,125.0,3.0,3.0,2.0
1250.0,168.0,200.0,4.0,3.0,1.0
765.0,118.0,80.0,3.0,2.0,1.0
1850.0,116.0,115.0,3.0,2.0,2.0
2200.0,125.0,139.0,3.0,3.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
645.0,93.0,60.0,3.0,1.0,1.0
499.0,120.0,45.0,2.0,1.0,1.0
1780.0,120.0,160.0,5.0,3.0,1.0
3700.0,290.0,270.0,4.0,4.0,1.0
753.0,84.0,75.0,3.0,2.0,2.0
898.0,90.0,65.0,3.0,2.0,1.0
415.0,80.0,45.0,2.0,1.0,1.0
2000.0,133.0,133.0,5.0,3.0,1.0
1500.0,150.0,145.0,4.0,2.0,1.0
2200.0,119.0,114.0,3.0,3.0,1.0
399.0,80.0,80.0,2.0,1.0,1.0
1500.0,150.0,145.0,3.0,3.0,1.0
399.0,80.0,45.0,2.0,1.0,1.0
2000.0,200.0,185.0,3.0,2.0,1.0
3200.0,204.0,200.0,4.0,4.0,1.0
2110.0,110.0,107.0,3.0,2.0,1.0
3800.0,204.0,142.0,3.0,3.0,2.0
3230.0,153.0,135.0,3.0,3.0,2.0
3800.0,80.0,280.0,4.0,2.0,2.0
756.0,95.0,57.0,2.0,1.0,2.0
747.0,89.0,75.0,3.0,2.0,2.0
756.0,95.0,57.0,2.0,1.0,2.0
897.0,107.0,91.0,3.0,2.0,1.0
530.0,90.0,50.0,2.0,1.0,1.0
559.0,85.0,46.0,2.0,1.0,1.0
2900.0,185.0,80.0,3.0,2.0,1.0
520.0,90.0,50.0,2.0,1.0,1.0
737.0,80.0,75.0,3.0,2.0,2.0
728.0,105.0,65.0,2.0,1.0,1.0
562.0,92.0,53.0,2.0,1.0,1.0
743.0,81.0,75.0,3.0,2.0,2.0
728.0,105.0,65.0,2.0,1.0,1.0
1850.0,290.0,250.0,4.0,4.0,2.0
3800.0,290.0,280.0,4.0,4.0,2.0
775.0,132.0,90.0,3.0,2.0,1.0
743.0,81.0,75.0,2.0,1.0,1.0
675.0,121.0,45.0,2.0,1.0,1.0
675.0,121.0,45.0,2.0,1.0,1.0
753.0,84.0,75.0,3.0,2.0,2.0
970.0,145.0,130.0,3.0,1.0,1.0
1970.0,166.0,150.0,5.0,5.0,2.0
2130.0,111.0,107.0,3.0,2.0,1.0
3800.0,260.0,142.0,3.0,3.0,2.0
3370.0,166.0,135.0,3.0,3.0,2.0
450.0,101.0,45.0,2.0,1.0,1.0
450.0,101.0,45.0,2.0,1.0,1.0
1800.0,112.0,152.0,3.0,2.0,2.0
835.0,92.0,75.0,3.0,1.0,2.0
1820.0,140.0,158.0,3.0,3.0,1.0
775.0,113.0,85.0,3.0,2.0,2.0
592.0,90.0,45.0,2.0,1.0,1.0
592.0,90.0,45.0,2.0,1.0,1.0
1200.0,100.0,80.0,3.0,3.0,2.0
775.0,145.0,80.0,3.0,2.0,1.0
549.0,83.0,52.0,3.0,1.0,1.0
1450.0,110.0,129.0,3.0,3.0,1.0
650.0,103.0,60.0,3.0,2.0,1.0
1100.0,142.0,120.0,3.0,1.0,1.0
2000.0,182.0,135.0,4.0,3.0,2.0
2500.0,241.0,280.0,5.0,3.0,1.0
1390.0,103.0,90.0,3.0,2.0,1.0
895.0,112.0,70.0,3.0,2.0,1.0
2500.0,123.0,200.0,4.0,3.0,1.0
2300.0,182.0,135.0,4.0,3.0,2.0
1800.0,290.0,140.0,4.0,5.0,1.0
500.0,104.0,80.0,3.0,2.0,2.0
750.0,89.0,60.0,2.0,1.0,1.0
756.0,140.0,60.0,2.0,1.0,2.0
1780.0,118.0,160.0,4.0,3.0,2.0
2300.0,200.0,180.0,4.0,3.0,1.0
